OID_ZCTA5_20|GEOID_ZCTA5_20|NAMELSAD_ZCTA5_20|AREALAND_ZCTA5_20|AREAWATER_ZCTA5_20|MTFCC_ZCTA5_20|CLASSFP_ZCTA5_20|FUNCSTAT_ZCTA5_20|OID_PLACE_20|GEOID_PLACE_20|NAMELSAD_PLACE_20|AREALAND_PLACE_20|AREAWATER_PLACE_20|MTFCC_PLACE_20|CLASSFP_PLACE_20|FUNCSTAT_PLACE_20|AREALAND_PART|AREAWATER_PART
221704258283881|48653|ZCTA5 48653|626209258|50139297|G6350|B5|S|27890286620758|2669540|Roscommon village|4264878|23970|G4110|C1|A|4264878|23970
221704258283887|48654|ZCTA5 48654|254951343|3002851|G6350|B5|S|||||||||252162555|2981205
221704258283887|48654|ZCTA5 48654|254951343|3002851|G6350|B5|S|2789057415447|2669680|Rose City city|2788788|21646|G4110|C5|A|2788788|21646
221704258283898|48655|ZCTA5 48655|243208888|4046387|G6350|B5|S|||||||||237788221|3850945
221704258283898|48655|ZCTA5 48655|243208888|4046387|G6350|B5|S|2789057662951|2670640|St. Charles village|5420667|195442|G4110|C1|A|5420667|195442
221704258283917|48656|ZCTA5 48656|368397205|13807815|G6350|B5|S|||||||||353560487|11493816
221704258283917|48656|ZCTA5 48656|368397205|13807815|G6350|B5|S|28090286620759|2670800|St. Helen CDP|14836718|2313999|G4210|U1|S|14836718|2313999
221704258283931|48657|ZCTA5 48657|159689380|11721230|G6350|B5|S|||||||||156394925|11009111
221704258283931|48657|ZCTA5 48657|159689380|11721230|G6350|B5|S|2789057313491|2671560|Sanford village|3294455|712119|G4110|C1|A|3294455|712119
221704258283942|48658|ZCTA5 48658|210429441|15595382|G6350|B5|S|||||||||204788312|15595297
221704258283942|48658|ZCTA5 48658|210429441|15595382|G6350|B5|S|2789054426383|2676120|Standish city|5641129|85|G4110|C5|A|5641129|85
221704258283949|48659|ZCTA5 48659|197181826|795116|G6350|B5|S|||||||||194650580|787436
221704258283949|48659|ZCTA5 48659|197181826|795116|G6350|B5|S|2789054426384|2676420|Sterling village|2531246|7680|G4110|C1|A|2531246|7680
221704258283976|48661|ZCTA5 48661|682482866|7650849|G6350|B5|S|||||||||678500234|7649274
221704258283976|48661|ZCTA5 48661|682482866|7650849|G6350|B5|S|2789057415449|2685580|West Branch city|3982632|1575|G4110|C5|A|3982632|1575
221704258283979|48662|ZCTA5 48662|129831756|43441|G6350|B5|S|||||||||129831756|43441
221704258283987|48701|ZCTA5 48701|109329015|14450422|G6350|B5|S|||||||||106889275|14450422
221704258283987|48701|ZCTA5 48701|109329015|14450422|G6350|B5|S|2789061343712|2600700|Akron village|2439740|0|G4110|C1|A|2439740|0
221704258283996|48703|ZCTA5 48703|115790917|18449502|G6350|B5|S|||||||||109891862|18191412
221704258283996|48703|ZCTA5 48703|115790917|18449502|G6350|B5|S|2789054426381|2604120|Au Gres city|5899055|258090|G4110|C5|A|5899055|258090
221704258284001|48705|ZCTA5 48705|208250436|1380422|G6350|B5|S|||||||||208250436|1380422
221704258284028|48706|ZCTA5 48706|171726395|15028042|G6350|B5|S|||||||||160928393|13810962
221704258284028|48706|ZCTA5 48706|171726395|15028042|G6350|B5|S|2789058922069|2606020|Bay City city|26328785|2680770|G4110|C5|A|10798002|1217080
221704258284059|48708|ZCTA5 48708|75240023|5351172|G6350|B5|S|||||||||59709240|3887482
221704258284059|48708|ZCTA5 48708|75240023|5351172|G6350|B5|S|2789058922069|2606020|Bay City city|26328785|2680770|G4110|C5|A|15530783|1463690
221704258284060|48710|ZCTA5 48710|1076945|0|G6350|B5|S|||||||||1076945|0
221704258284069|48720|ZCTA5 48720|87087854|111851371|G6350|B5|S|||||||||78417997|111823831
221704258284069|48720|ZCTA5 48720|87087854|111851371|G6350|B5|S|280903892687847|2606120|Bay Port CDP|8669857|27540|G4210|U1|S|8669857|27540
221704258284071|48721|ZCTA5 48721|72487418|24129265|G6350|B5|S|||||||||72487418|24129265
221704258284073|48722|ZCTA5 48722|45336037|322146|G6350|B5|S|||||||||34295811|201035
221704258284073|48722|ZCTA5 48722|45336037|322146|G6350|B5|S|2809057662936|2610440|Bridgeport CDP|21757668|121111|G4210|U1|S|11040226|121111
221704258284101|48723|ZCTA5 48723|341255284|7455038|G6350|B5|S|||||||||333630291|7429244
221704258284101|48723|ZCTA5 48723|341255284|7455038|G6350|B5|S|2789061343713|2613420|Caro city|7624993|25794|G4110|C5|A|7624993|25794
221704258284102|48724|ZCTA5 48724|1297147|449168|G6350|B5|S|||||||||1297147|449168
221704258284107|48725|ZCTA5 48725|86640015|14815531|G6350|B5|S|||||||||83742538|14738091
221704258284107|48725|ZCTA5 48725|86640015|14815531|G6350|B5|S|2789053014081|2613760|Caseville city|2897477|77440|G4110|C5|A|2897477|77440
221704258284120|48726|ZCTA5 48726|330189580|3674417|G6350|B5|S|||||||||325619184|3660718
221704258284120|48726|ZCTA5 48726|330189580|3674417|G6350|B5|S|2789061343714|2613880|Cass City village|4570396|13699|G4110|C1|A|4570396|13699
221704258284121|48727|ZCTA5 48727|62618131|893504|G6350|B5|S|||||||||58711534|890382
221704258284121|48727|ZCTA5 48727|62618131|893504|G6350|B5|S|2789059758276|2616420|Clifford village|3906597|3122|G4110|C1|A|3906597|3122
221704258284125|48728|ZCTA5 48728|337201857|3353405|G6350|B5|S|||||||||337201857|3353405
221704258284127|48729|ZCTA5 48729|113844531|1613102|G6350|B5|S|||||||||113844531|1613102
221704258284134|48730|ZCTA5 48730|210988914|17831236|G6350|B5|S|||||||||203665166|16972045
221704258284134|48730|ZCTA5 48730|210988914|17831236|G6350|B5|S|2789051793064|2624420|East Tawas city|7285924|1195088|G4110|C5|A|7285924|859191
221704258284134|48730|ZCTA5 48730|210988914|17831236|G6350|B5|S|2789051793066|2678140|Tawas City city|4401132|1112367|G4110|C5|A|37824|0
221704258284140|48731|ZCTA5 48731|126746519|207012|G6350|B5|S|||||||||124153361|207012
221704258284140|48731|ZCTA5 48731|126746519|207012|G6350|B5|S|2789053014082|2625360|Elkton village|2593158|0|G4110|C1|A|2593158|0
221704258284151|48732|ZCTA5 48732|63738973|17671742|G6350|B5|S|||||||||60385104|17392693
221704258284151|48732|ZCTA5 48732|63738973|17671742|G6350|B5|S|2789058922070|2626420|Essexville city|3353869|279049|G4110|C5|A|3353869|279049
221704258284154|48733|ZCTA5 48733|130180636|2169500|G6350|B5|S|||||||||127276223|2169500
221704258284154|48733|ZCTA5 48733|130180636|2169500|G6350|B5|S|2789061343715|2627080|Fairgrove village|2904413|0|G4110|C1|A|2904413|0
221704258284168|48734|ZCTA5 48734|103084188|523779|G6350|B5|S|||||||||95031504|377515
221704258284168|48734|ZCTA5 48734|103084188|523779|G6350|B5|S|2789057662941|2630200|Frankenmuth city|8052684|146264|G4110|C5|A|8052684|146264
221704258284172|48735|ZCTA5 48735|93664889|492479|G6350|B5|S|||||||||91123333|487157
221704258284172|48735|ZCTA5 48735|93664889|492479|G6350|B5|S|2789061343716|2631180|Gagetown village|2541556|5322|G4110|C1|A|2541556|5322
221704258284180|48737|ZCTA5 48737|279387229|10672194|G6350|B5|S|||||||||279387229|10672194
221704258284184|48738|ZCTA5 48738|32550291|7210265|G6350|B5|S|||||||||32550291|7210265
221704258284194|48739|ZCTA5 48739|248155294|13335688|G6350|B5|S|||||||||248155294|13335688
221704258284198|48740|ZCTA5 48740|174735730|8224351|G6350|B5|S|||||||||173098562|8224351
221704258284198|48740|ZCTA5 48740|174735730|8224351|G6350|B5|S|27890553046374|2636860|Harrisville city|1637168|0|G4110|C5|A|1637168|0
221704258284204|48741|ZCTA5 48741|116929871|2222378|G6350|B5|S|||||||||114290373|2222378
221704258284204|48741|ZCTA5 48741|116929871|2222378|G6350|B5|S|2789061343717|2643380|Kingston village|2639498|0|G4110|C1|A|2639498|0
221704258284211|48742|ZCTA5 48742|175909291|1645490|G6350|B5|S|||||||||160707190|680587
221704258284211|48742|ZCTA5 48742|175909291|1645490|G6350|B5|S|27890553046376|2647560|Lincoln village|2133020|604820|G4110|C1|A|2133020|604820
221704258284211|48742|ZCTA5 48742|175909291|1645490|G6350|B5|S|28090553046377|2649450|Lost Lake Woods CDP|13069081|360083|G4210|U1|S|13069081|360083
221704258284212|48743|ZCTA5 48743|5761766|178970|G6350|B5|S|||||||||5761766|178970
221704258284221|48744|ZCTA5 48744|168240854|3151293|G6350|B5|S|||||||||165451091|3100422
221704258284221|48744|ZCTA5 48744|168240854|3151293|G6350|B5|S|2789061343718|2652540|Mayville village|2789763|50871|G4110|C1|A|2789763|50871
221704258284226|48745|ZCTA5 48745|186286408|101682|G6350|B5|S|||||||||186286408|101682
221704258284237|48746|ZCTA5 48746|212995292|1912818|G6350|B5|S|||||||||209467084|1908840
221704258284237|48746|ZCTA5 48746|212995292|1912818|G6350|B5|S|2789061343719|2654220|Millington village|3528208|3978|G4110|C1|A|3528208|3978
221704258284244|48747|ZCTA5 48747|82397396|43834|G6350|B5|S|||||||||82397396|43834
221704258284251|48748|ZCTA5 48748|103592007|3299187|G6350|B5|S|||||||||72421548|10996
221704258284251|48748|ZCTA5 48748|103592007|3299187|G6350|B5|S|280903892688585|2671340|Sand Lake CDP|38718439|3288191|G4210|U1|S|31170459|3288191
221704258284259|48749|ZCTA5 48749|100462970|1386190|G6350|B5|S|||||||||97530060|1314501
221704258284259|48749|ZCTA5 48749|100462970|1386190|G6350|B5|S|2789054426382|2660660|Omer city|2932910|71689|G4110|C5|A|2932910|71689
221704258284309|48750|ZCTA5 48750|268143666|30384500|G6350|B5|S|||||||||260457439|30098703
221704258284309|48750|ZCTA5 48750|268143666|30384500|G6350|B5|S|2809051793063|2604280|Au Sable CDP|5431748|84260|G4210|U1|S|5431748|84260
221704258284309|48750|ZCTA5 48750|268143666|30384500|G6350|B5|S|2809051793065|2661320|Oscoda CDP|2254479|201537|G4210|U1|S|2254479|201537
221704258284349|48754|ZCTA5 48754|94876620|55398|G6350|B5|S|||||||||92951285|55398
221704258284349|48754|ZCTA5 48754|94876620|55398|G6350|B5|S|2789053014085|2661920|Owendale village|1925335|0|G4110|C1|A|1925335|0
221704258284375|48755|ZCTA5 48755|134507852|20510104|G6350|B5|S|||||||||132447521|20510104
221704258284375|48755|ZCTA5 48755|134507852|20510104|G6350|B5|S|2789053014086|2664060|Pigeon village|2060331|0|G4110|C1|A|2060331|0
221704258284384|48756|ZCTA5 48756|206826376|4967622|G6350|B5|S|||||||||182309540|3990925
221704258284384|48756|ZCTA5 48756|206826376|4967622|G6350|B5|S|2789057415446|2666300|Prescott village|2872758|0|G4110|C1|A|2872758|0
221704258284384|48756|ZCTA5 48756|206826376|4967622|G6350|B5|S|2809057415448|2674200|Skidway Lake CDP|29243603|1280950|G4210|U1|S|21644078|976697
221704258284391|48757|ZCTA5 48757|142949185|83948|G6350|B5|S|||||||||139446644|83948
221704258284391|48757|ZCTA5 48757|142949185|83948|G6350|B5|S|2789057662946|2667900|Reese village|3502541|0|G4110|C1|A|3502541|0
221704258284403|48759|ZCTA5 48759|124309084|3676432|G6350|B5|S|||||||||120194440|3349118
221704258284403|48759|ZCTA5 48759|124309084|3676432|G6350|B5|S|2789053014089|2672180|Sebewaing village|4114644|327314|G4110|C1|A|4114644|327314
221704258284407|48760|ZCTA5 48760|69679522|1706868|G6350|B5|S|||||||||69679522|1706868
221704258284414|48761|ZCTA5 48761|207444419|1889769|G6350|B5|S|||||||||207444419|1889769
221704258284417|48762|ZCTA5 48762|147003412|757087|G6350|B5|S|||||||||141117468|757087
221704258284417|48762|ZCTA5 48762|147003412|757087|G6350|B5|S|28090553046375|2639634|Hubbard Lake CDP|22626003|35781187|G4210|U1|S|5885944|0
221704258284426|48763|ZCTA5 48763|230355922|11153698|G6350|B5|S|||||||||218444634|9705434
221704258284426|48763|ZCTA5 48763|230355922|11153698|G6350|B5|S|2789051793064|2624420|East Tawas city|7285924|1195088|G4110|C5|A|0|335897
221704258284426|48763|ZCTA5 48763|230355922|11153698|G6350|B5|S|280903892688585|2671340|Sand Lake CDP|38718439|3288191|G4210|U1|S|7547980|0
221704258284426|48763|ZCTA5 48763|230355922|11153698|G6350|B5|S|2789051793066|2678140|Tawas City city|4401132|1112367|G4110|C5|A|4363308|1112367
221704258284432|48765|ZCTA5 48765|149256094|2538123|G6350|B5|S|||||||||146605063|2537268
221704258284432|48765|ZCTA5 48765|149256094|2538123|G6350|B5|S|2789054426385|2680820|Turner village|2651031|855|G4110|C1|A|2651031|855
221704258284433|48766|ZCTA5 48766|134479845|1146202|G6350|B5|S|||||||||131964673|1145403
221704258284433|48766|ZCTA5 48766|134479845|1146202|G6350|B5|S|2789054426386|2681020|Twining village|2515172|799|G4110|C1|A|2515172|799
221704258284437|48767|ZCTA5 48767|189374343|23879403|G6350|B5|S|||||||||186942210|23879403
221704258284437|48767|ZCTA5 48767|189374343|23879403|G6350|B5|S|2789061343720|2681420|Unionville village|2432133|0|G4110|C1|A|2432133|0
221704258284448|48768|ZCTA5 48768|274386495|1554430|G6350|B5|S|||||||||268821941|1433909
221704258284448|48768|ZCTA5 48768|274386495|1554430|G6350|B5|S|2789061343721|2681840|Vassar city|5564554|120521|G4110|C5|A|5564554|120521
221704258284460|48770|ZCTA5 48770|179261779|179567|G6350|B5|S|||||||||176608465|179567
221704258284460|48770|ZCTA5 48770|179261779|179567|G6350|B5|S|2789051793067|2687140|Whittemore city|2653314|0|G4110|C5|A|2653314|0
221704258284476|48801|ZCTA5 48801|183337511|1554879|G6350|B5|S|||||||||167947232|1140676
221704258284476|48801|ZCTA5 48801|183337511|1554879|G6350|B5|S|27890178634790|2601540|Alma city|15260272|414203|G4110|C5|A|15260272|414203
221704258284476|48801|ZCTA5 48801|183337511|1554879|G6350|B5|S|27890178634795|2671000|St. Louis city|8585204|472591|G4110|C5|A|130007|0
221704258284482|48806|ZCTA5 48806|166541077|836205|G6350|B5|S|||||||||164804757|805703
221704258284482|48806|ZCTA5 48806|166541077|836205|G6350|B5|S|27890178634791|2603740|Ashley village|1736320|30502|G4110|C1|A|1736320|30502
221704258284485|48807|ZCTA5 48807|66459649|88850|G6350|B5|S|||||||||66459649|88850
221704258284493|48808|ZCTA5 48808|62386153|4442285|G6350|B5|S|||||||||46028249|3906562
221704258284493|48808|ZCTA5 48808|62386153|4442285|G6350|B5|S|280903716962717|2605880|Bath CDP|15178410|515446|G4210|U1|S|15178410|515446
221704258284493|48808|ZCTA5 48808|62386153|4442285|G6350|B5|S|27890174943075|2624120|East Lansing city|34787204|211485|G4110|C5|A|1179494|20277
221704258284506|48809|ZCTA5 48809|207412786|6253699|G6350|B5|S|||||||||195178607|5781561
221704258284506|48809|ZCTA5 48809|207412786|6253699|G6350|B5|S|27890182362096|2606900|Belding city|12234179|472138|G4110|C5|A|12234179|472138
221704258284510|48811|ZCTA5 48811|160036103|540862|G6350|B5|S|||||||||157074366|464756
221704258284510|48811|ZCTA5 48811|160036103|540862|G6350|B5|S|27890191949089|2613600|Carson City city|2961737|76106|G4110|C5|A|2961737|76106
221704258284534|48813|ZCTA5 48813|435253067|1380881|G6350|B5|S|||||||||418392772|1259922
221704258284534|48813|ZCTA5 48813|435253067|1380881|G6350|B5|S|27890177905350|2614820|Charlotte city|16707569|120959|G4110|C5|A|16707569|120959
221704258284534|48813|ZCTA5 48813|435253067|1380881|G6350|B5|S|27890177905356|2666100|Potterville city|4522108|351431|G4110|C5|A|152726|0
221704258284540|48815|ZCTA5 48815|69509617|1585019|G6350|B5|S|||||||||68203924|1585019
221704258284540|48815|ZCTA5 48815|69509617|1585019|G6350|B5|S|27890182362097|2616140|Clarksville village|1305693|0|G4110|C1|A|1305693|0
221704258284542|48816|ZCTA5 48816|1729422|736|G6350|B5|S|||||||||1729422|736
221704258284551|48817|ZCTA5 48817|152524055|973014|G6350|B5|S|||||||||144464855|797363
221704258284551|48817|ZCTA5 48817|152524055|973014|G6350|B5|S|2789061218671|2618300|Corunna city|8242301|175651|G4110|C5|A|8002839|175651
221704258284551|48817|ZCTA5 48817|152524055|973014|G6350|B5|S|2809061218674|2653730|Middletown CDP|1215588|25973|G4210|U1|S|56361|0
221704258284565|48818|ZCTA5 48818|63927893|4784692|G6350|B5|S|||||||||56776487|1479932
221704258284565|48818|ZCTA5 48818|63927893|4784692|G6350|B5|S|2809015503985772|2619060|Crystal CDP|7151406|3304760|G4210|U1|S|7151406|3304760
221704258284572|48819|ZCTA5 48819|113076341|181301|G6350|B5|S|||||||||110472136|179098
221704258284572|48819|ZCTA5 48819|113076341|181301|G6350|B5|S|27890181239307|2619780|Dansville village|2604205|2203|G4110|C1|A|2604205|2203
221704258284584|48820|ZCTA5 48820|170351470|1415311|G6350|B5|S|||||||||158978234|1040787
221704258284584|48820|ZCTA5 48820|170351470|1415311|G6350|B5|S|27890174943073|2622120|DeWitt city|7348374|374524|G4110|C5|A|7348374|374524
221704258284584|48820|ZCTA5 48820|170351470|1415311|G6350|B5|S|280903716962919|2682680|Wacousta CDP|23089486|201669|G4210|U1|S|4024862|0
221704258284589|48821|ZCTA5 48821|51583873|1142377|G6350|B5|S|||||||||49277506|1028938
221704258284589|48821|ZCTA5 48821|51583873|1142377|G6350|B5|S|27890177905351|2622380|Dimondale village|2306367|113439|G4110|C1|A|2306367|113439
221704258284591|48822|ZCTA5 48822|85537217|546178|G6350|B5|S|||||||||80676458|480889
221704258284591|48822|ZCTA5 48822|85537217|546178|G6350|B5|S|27890174943074|2623560|Eagle village|324269|0|G4110|C1|A|324269|0
221704258284591|48822|ZCTA5 48822|85537217|546178|G6350|B5|S|280903716962919|2682680|Wacousta CDP|23089486|201669|G4210|U1|S|4536490|65289
221704258284611|48823|ZCTA5 48823|61246997|556293|G6350|B5|S|||||||||18650731|304907
221704258284611|48823|ZCTA5 48823|61246997|556293|G6350|B5|S|27890174943075|2624120|East Lansing city|34787204|211485|G4110|C5|A|27016027|67009
221704258284611|48823|ZCTA5 48823|61246997|556293|G6350|B5|S|28090181239309|2637100|Haslett CDP|39865462|2318419|G4210|U1|S|12332162|148767
221704258284611|48823|ZCTA5 48823|61246997|556293|G6350|B5|S|27890177905353|2646000|Lansing city|101381374|1652168|G4110|C5|A|330348|0
221704258284611|48823|ZCTA5 48823|61246997|556293|G6350|B5|S|28090181239313|2660340|Okemos CDP|43660932|399215|G4210|U1|S|2917729|35610
2217026263056100|48824|ZCTA5 48824|3147058|24354|G6350|B5|S|27890174943075|2624120|East Lansing city|34787204|211485|G4110|C5|A|3147058|24354
221704258284618|48825|ZCTA5 48825|1780495|67800|G6350|B5|S|27890174943075|2624120|East Lansing city|34787204|211485|G4110|C5|A|1780495|67800
221704258284637|48827|ZCTA5 48827|294964449|2207317|G6350|B5|S|||||||||285782553|1940938
221704258284637|48827|ZCTA5 48827|294964449|2207317|G6350|B5|S|27890177905352|2624540|Eaton Rapids city|9181896|266379|G4110|C5|A|9181896|266379
221704258284651|48829|ZCTA5 48829|175310403|497318|G6350|B5|S|||||||||170859225|496042
221704258284651|48829|ZCTA5 48829|175310403|497318|G6350|B5|S|27890191949090|2625000|Edmore village|3942157|1276|G4110|C1|A|3942157|1276
221704258284651|48829|ZCTA5 48829|175310403|497318|G6350|B5|S|27890191949094|2650000|McBride village|1003833|0|G4110|C1|A|509021|0
221704258284660|48831|ZCTA5 48831|188934930|632018|G6350|B5|S|||||||||185056187|541912
221704258284660|48831|ZCTA5 48831|188934930|632018|G6350|B5|S|27890174943076|2625780|Elsie village|2957145|90106|G4110|C1|A|2957145|90106
221704258284660|48831|ZCTA5 48831|188934930|632018|G6350|B5|S|2809015503948176|2626500|Eureka CDP|2614587|0|G4210|U1|S|921598|0
221704258284663|48832|ZCTA5 48832|66517553|19200|G6350|B5|S|||||||||66517553|19200
221704258284668|48834|ZCTA5 48834|125055068|1443183|G6350|B5|S|||||||||123410494|1443183
221704258284668|48834|ZCTA5 48834|125055068|1443183|G6350|B5|S|2809015504167869|2662260|Palo CDP|1806462|0|G4210|U1|S|1644574|0
221704258284678|48835|ZCTA5 48835|138479360|969461|G6350|B5|S|||||||||133590163|768886
221704258284678|48835|ZCTA5 48835|138479360|969461|G6350|B5|S|27890174943077|2630040|Fowler village|3322069|65520|G4110|C1|A|3322069|65520
221704258284678|48835|ZCTA5 48835|138479360|969461|G6350|B5|S|27890174943080|2651200|Maple Rapids village|3539091|153579|G4110|C1|A|1567128|135055
221704258284685|48836|ZCTA5 48836|243450358|804921|G6350|B5|S|||||||||237466475|710361
221704258284685|48836|ZCTA5 48836|243450358|804921|G6350|B5|S|27890283159173|2630060|Fowlerville village|5983883|94560|G4110|C1|A|5983883|94560
221704258284702|48837|ZCTA5 48837|203158803|2374701|G6350|B5|S|||||||||179224831|1985762
221704258284702|48837|ZCTA5 48837|203158803|2374701|G6350|B5|S|27890174943078|2633420|Grand Ledge city|9885357|252559|G4110|C5|A|9885357|252559
221704258284702|48837|ZCTA5 48837|203158803|2374701|G6350|B5|S|27890177905353|2646000|Lansing city|101381374|1652168|G4110|C5|A|623199|0
221704258284702|48837|ZCTA5 48837|203158803|2374701|G6350|B5|S|280903716962919|2682680|Wacousta CDP|23089486|201669|G4210|U1|S|13425416|136380
221704258284724|48838|ZCTA5 48838|241036919|10526239|G6350|B5|S|||||||||224609763|9721604
221704258284724|48838|ZCTA5 48838|241036919|10526239|G6350|B5|S|27890191949091|2635100|Greenville city|16427156|804635|G4110|C5|A|16427156|804635
221704258284734|48840|ZCTA5 48840|48678394|2843371|G6350|B5|S|||||||||23721471|673719
221704258284734|48840|ZCTA5 48840|48678394|2843371|G6350|B5|S|28090181239309|2637100|Haslett CDP|39865462|2318419|G4210|U1|S|24950836|2169652
221704258284734|48840|ZCTA5 48840|48678394|2843371|G6350|B5|S|28090181239313|2660340|Okemos CDP|43660932|399215|G4210|U1|S|6087|0
221704258284736|48841|ZCTA5 48841|60456903|892600|G6350|B5|S|||||||||54335744|820872
221704258284736|48841|ZCTA5 48841|60456903|892600|G6350|B5|S|280903892686930|2637620|Henderson CDP|9323240|171724|G4210|U1|S|6121159|71728
221704258284747|48842|ZCTA5 48842|44569467|422253|G6350|B5|S|||||||||14117054|175983
221704258284747|48842|ZCTA5 48842|44569467|422253|G6350|B5|S|28090181239310|2638780|Holt CDP|40558781|512562|G4210|U1|S|30103499|246270
221704258284747|48842|ZCTA5 48842|44569467|422253|G6350|B5|S|27890177905353|2646000|Lansing city|101381374|1652168|G4110|C5|A|348914|0
221704258284789|48843|ZCTA5 48843|232148641|6690093|G6350|B5|S|||||||||220235149|6161772
221704258284789|48843|ZCTA5 48843|232148641|6690093|G6350|B5|S|27890283159174|2639540|Howell city|12927565|528321|G4110|C5|A|11913492|528321
221704258284791|48845|ZCTA5 48845|60222159|493776|G6350|B5|S|||||||||56459482|300474
221704258284791|48845|ZCTA5 48845|60222159|493776|G6350|B5|S|27890174943079|2639660|Hubbardston village|3762677|193302|G4110|C1|A|3762677|193302
221704258284828|48846|ZCTA5 48846|286535046|2610106|G6350|B5|S|||||||||272519468|2269781
221704258284828|48846|ZCTA5 48846|286535046|2610106|G6350|B5|S|27890182362098|2640860|Ionia city|14015578|340325|G4110|C5|A|14015578|340325
221704258284842|48847|ZCTA5 48847|311820880|804561|G6350|B5|S|||||||||296995938|393976
221704258284842|48847|ZCTA5 48847|311820880|804561|G6350|B5|S|27890178634793|2641340|Ithaca city|14824942|410585|G4110|C5|A|14824942|410585
221704258284861|48848|ZCTA5 48848|176594945|15077943|G6350|B5|S|||||||||170354100|14203113
221704258284861|48848|ZCTA5 48848|176594945|15077943|G6350|B5|S|2789061218673|2644200|Laingsburg city|4111242|282897|G4110|C5|A|4111242|282897
221704258284861|48848|ZCTA5 48848|176594945|15077943|G6350|B5|S|280903716962904|2645190|Lake Victoria CDP|2129603|591933|G4210|U1|S|2129603|591933
221704258284872|48849|ZCTA5 48849|216793909|2946800|G6350|B5|S|||||||||214490093|2945032
221704258284872|48849|ZCTA5 48849|216793909|2946800|G6350|B5|S|27890182362099|2644880|Lake Odessa village|2303816|1768|G4110|C1|A|2303816|1768
221704258284880|48850|ZCTA5 48850|215449460|3712136|G6350|B5|S|||||||||211571147|2850332
221704258284880|48850|ZCTA5 48850|215449460|3712136|G6350|B5|S|27890191949093|2645240|Lakeview village|3878313|861804|G4110|C1|A|3878313|861804
221704258284890|48851|ZCTA5 48851|85557120|3772859|G6350|B5|S|||||||||81846897|3338642
221704258284890|48851|ZCTA5 48851|85557120|3772859|G6350|B5|S|27890182362100|2649900|Lyons village|3153072|336587|G4110|C1|A|3153072|336587
221704258284890|48851|ZCTA5 48851|85557120|3772859|G6350|B5|S|27890182362101|2656080|Muir village|1844139|116846|G4110|C1|A|557151|97630
221704258284894|48852|ZCTA5 48852|494812|0|G6350|B5|S|27890191949094|2650000|McBride village|1003833|0|G4110|C1|A|494812|0
221704258284896|48853|ZCTA5 48853|1639149|18524|G6350|B5|S|27890174943080|2651200|Maple Rapids village|3539091|153579|G4110|C1|A|1639149|18524
221704258284915|48854|ZCTA5 48854|293569151|869511|G6350|B5|S|||||||||275621154|800321
221704258284915|48854|ZCTA5 48854|293569151|869511|G6350|B5|S|28090181239310|2638780|Holt CDP|40558781|512562|G4210|U1|S|2742364|14381
221704258284915|48854|ZCTA5 48854|293569151|869511|G6350|B5|S|27890177905353|2646000|Lansing city|101381374|1652168|G4110|C5|A|1541118|0
221704258284915|48854|ZCTA5 48854|293569151|869511|G6350|B5|S|27890181239312|2652180|Mason city|13235584|54809|G4110|C5|A|13235584|54809
221704258284915|48854|ZCTA5 48854|293569151|869511|G6350|B5|S|28090181239313|2660340|Okemos CDP|43660932|399215|G4210|U1|S|428931|0
221704258284937|48855|ZCTA5 48855|235846494|4069985|G6350|B5|S|||||||||234832421|4069985
221704258284937|48855|ZCTA5 48855|235846494|4069985|G6350|B5|S|27890283159174|2639540|Howell city|12927565|528321|G4110|C5|A|1014073|0
221704258284941|48856|ZCTA5 48856|72368087|5699|G6350|B5|S|||||||||72368087|5699
221704258284944|48857|ZCTA5 48857|63608703|1243376|G6350|B5|S|||||||||60234189|1027848
221704258284944|48857|ZCTA5 48857|63608703|1243376|G6350|B5|S|2789061218675|2655560|Morrice village|3374514|215528|G4110|C1|A|3374514|215528
221704258284976|48858|ZCTA5 48858|451671470|2948140|G6350|B5|S|||||||||425816230|2719144
221704258284976|48858|ZCTA5 48858|451671470|2948140|G6350|B5|S|28090301178882|2606360|Beal City CDP|10393936|2830|G4210|U1|S|5598808|0
221704258284976|48858|ZCTA5 48858|451671470|2948140|G6350|B5|S|27890301178883|2656020|Mount Pleasant city|20000183|229657|G4110|C5|A|19472742|228996
221704258284976|48858|ZCTA5 48858|451671470|2948140|G6350|B5|S|2809015677813220|2687920|Winn CDP|1484544|0|G4210|U1|S|783690|0
2217026263056097|48859|ZCTA5 48859|527441|661|G6350|B5|S|27890301178883|2656020|Mount Pleasant city|20000183|229657|G4110|C5|A|527441|661
221704258284979|48860|ZCTA5 48860|73002262|282069|G6350|B5|S|||||||||71715274|262853
221704258284979|48860|ZCTA5 48860|73002262|282069|G6350|B5|S|27890182362101|2656080|Muir village|1844139|116846|G4110|C1|A|1286988|19216
221704258284986|48861|ZCTA5 48861|67885893|212862|G6350|B5|S|||||||||65183069|212862
221704258284986|48861|ZCTA5 48861|67885893|212862|G6350|B5|S|27890177905354|2656140|Mulliken village|2702824|0|G4110|C1|A|2702824|0
2217026263056095|48862|ZCTA5 48862|516501|0|G6350|B5|S|||||||||516501|0
221704258285005|48864|ZCTA5 48864|52024650|457008|G6350|B5|S|||||||||10483360|97183
221704258285005|48864|ZCTA5 48864|52024650|457008|G6350|B5|S|28090181239309|2637100|Haslett CDP|39865462|2318419|G4210|U1|S|1578025|0
